,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day
4079,4079,1594067,2014/5/5,2014,1,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,,0,10,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,0,5,5
4080,4080,1486502,2014/5/5,2014,3,Strategic development,SPLM-N: Sudan Peoples Liberation Movement (North),Rebel force,,0,20,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,0,5,5
4081,4081,1486542,2014/5/4,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,0,5,4
4082,4082,1486543,2014/5/4,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Fangak,,Tor,9.075,30.5232,1,0,5,4
4083,4083,1486544,2014/5/4,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,5,4
4084,4084,1486545,2014/5/4,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Luakpiny/Nasir,,Nasir,8.6,33.0667,1,0,5,4
4085,4085,1486546,2014/5/4,2014,1,Riots/Protests,Rioters (South Sudan),Rioters,Rioters (South Sudan),Rioters,55,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,5,4
4086,4086,1486547,2014/5/4,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,5,4
4087,4087,1486583,2014/5/3,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,5,3
4088,4088,1486713,2014/5/1,2014,2,Violence against civilians,Unidentified Clan Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,0,5,1
4089,4089,1486714,2014/5/1,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,3,0,5,1
4090,4090,1486715,2014/5/1,2014,1,Battle-No change of territory,Bari Ethnic Militia (South Sudan),Ethnic militia,Omorwo Ethnic Militia (South Sudan),Ethnic militia,44,Eastern Equatoria,Torit,Bur (Loronyo),Lowudo,4.32,32.41,1,7,5,1
4091,4091,1486716,2014/5/1,2014,1,Violence against civilians,Rioters (South Sudan),Rioters,Civilians (South Sudan),Civilians,57,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,5,1
4092,4092,1486717,2014/5/1,2014,1,Headquarters or base established,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,,0,20,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,0,5,1
4093,4093,1594065,2014/5/1,2014,1,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,,0,10,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,0,5,1
4094,4094,1486776,2014/4/30,2014,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (Sudan),Civilians,37,Northern Bahr el Ghazal,Aweil East,,War-awar,9.162,27.6514,2,1,4,30
4095,4095,1486777,2014/4/30,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,0,4,30
4096,4096,1486778,2014/4/30,2014,1,Battle-No change of territory,UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Outside/external force (e.g. UN),Military Forces of Uganda (1986-),Outside/external force (e.g. UN),88,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,0,4,30
4097,4097,1486779,2014/4/30,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,1,4,30
4098,4098,1486780,2014/4/30,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,3,0,4,30
4099,4099,1486836,2014/4/29,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,0,4,29
4100,4100,1486837,2014/4/29,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,4,29
4101,4101,1486838,2014/4/29,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,0,4,29
4102,4102,562638,2014/4/29,2014,1,Battle-No change of territory,Unidentified Armed Group (South Sudan),Political militia,Unidentified Armed Group (South Sudan),Political militia,33,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,0,4,29
4103,4103,1486840,2014/4/29,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Ayod,Wau,Ayod,8.1234,31.4289,1,0,4,29
4104,4104,1486839,2014/4/29,2014,2,Strategic development,Government of South Sudan (2011-),Government or mutinous force,,0,10,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,0,4,29
4105,4105,1486879,2014/4/28,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Ayod,Wau,Ayod,8.1234,31.4289,1,0,4,28
4106,4106,1486920,2014/4/27,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,4,27
4107,4107,1486921,2014/4/27,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,4,27
4108,4108,1486953,2014/4/26,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,4,26
4109,4109,1486954,2014/4/26,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,Unidentified Armed Group (South Sudan),Political militia,13,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,4,26
4110,4110,1486955,2014/4/26,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,4,26
4111,4111,1486956,2014/4/26,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,,Managla,9.6333,29.5,1,0,4,26
4112,4112,1486957,2014/4/26,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,4,26
4113,4113,1486958,2014/4/26,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,4,26
4114,4114,1486996,2014/4/25,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,4,25
4115,4115,1486997,2014/4/25,2014,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Jur River,Kuajiena,Mapel,7.2998,28.4425,1,192,4,25
4116,4116,1486998,2014/4/25,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,Military Forces of South Sudan (2011-),Government or mutinous force,11,Western Bahr el Ghazal,Jur River,Kuajiena,Mapel,7.2998,28.4425,1,10,4,25
4117,4117,1486999,2014/4/25,2014,1,Battle-No change of territory,JEM: Justice and Equality Movement,Rebel force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,22,Unity,Pariang,,Mang,10.15,29.91,1,69,4,25
4118,4118,1487000,2014/4/25,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,4,25
4119,4119,562622,2014/4/24,2014,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Unity,Panyikang,Tonga,Tonga,9.5019,30.9675,1,0,4,24
4120,4120,1487028,2014/4/24,2014,1,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Payuel,P Ktap,7.46,31.42,1,0,4,24
4121,4121,1487074,2014/4/23,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Ayod,,Pakwar,8.46,30.65,1,0,4,23
4122,4122,1487075,2014/4/23,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,0,4,23
4123,4123,562620,2014/4/23,2014,1,Riots/Protests,Protesters (Sudan),Protesters,,0,60,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,4,23
4124,4124,1487076,2014/4/23,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Payuel,P Ktap,7.46,31.42,1,0,4,23
4125,4125,562616,2014/4/23,2014,1,Riots/Protests,Protesters (Sudan),Protesters,,0,60,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,4,23
4126,4126,1487077,2014/4/23,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,4,23
4127,4127,1487119,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,0,4,22
4128,4128,1487120,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,48,4,22
4129,4129,1487121,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,2,0,4,22
4130,4130,1487122,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Pajut,7.746,31.6892,1,0,4,22
4131,4131,1487123,2014/4/22,2014,2,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Payuel,P Ktap,7.46,31.42,1,0,4,22
4132,4132,1487124,2014/4/22,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,0,4,22
4133,4133,1487125,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,0,4,22
4134,4134,1487126,2014/4/22,2014,2,Battle-Government regains territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Payuel,Duk Payuel,7.5082,31.4871,1,0,4,22
4135,4135,1487127,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,0,4,22
4136,4136,1487128,2014/4/22,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,0,4,22
4137,4137,1487129,2014/4/22,2014,2,Strategic development,Military Forces of Uganda (1986-),Outside/external force (e.g. UN),,0,80,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,0,4,22
4138,4138,1487161,2014/4/21,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,0,4,21
4139,4139,1487162,2014/4/21,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Akobo,Akobo,Mareng,7.5833,32.8333,1,0,4,21
4140,4140,1487163,2014/4/21,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,4,21
4141,4141,1594063,2014/4/21,2014,1,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,,0,10,Western Bahr el Ghazal,Jur River,Kuajiena,Mapel,7.2998,28.4425,1,0,4,21
4142,4142,1487165,2014/4/21,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Ulang,,Dome,8.8709,32.5598,1,0,4,21
4143,4143,1487166,2014/4/21,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Payuel,Duk Payuel,7.5082,31.4871,1,0,4,21
4144,4144,562596,2014/4/20,2014,1,Riots/Protests,Protesters (South Sudan),Protesters,,0,60,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,0,4,20
4145,4145,1487227,2014/4/19,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,0,4,19
4146,4146,1487228,2014/4/19,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,1,0,4,19
4147,4147,1487229,2014/4/19,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,19
4148,4148,1487291,2014/4/18,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,0,4,18
4149,4149,1487293,2014/4/18,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Melut,Renk,Melut,10.4495,32.2085,1,0,4,18
4150,4150,1487294,2014/4/18,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Pariang,Awet-adet,Pariang,9.9123,29.9814,2,57,4,18
4151,4151,1487295,2014/4/18,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Leer,Koch,Leer,8.2936,30.1326,1,0,4,18
4152,4152,1487296,2014/4/18,2014,1,Battle-No change of territory,Police Forces of South Sudan (2011-),Government or mutinous force,Unidentified Armed Group (South Sudan),Political militia,13,Warrap,Tonj South,,Abelek,7.37,28.73,1,56,4,18
4153,4153,1587748,2014/4/18,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayendit,Koch,Thar Jath,8.468,30.3073,1,0,4,18
4154,4154,1487334,2014/4/17,2014,1,Battle-No change of territory,Police Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Warrap,Tonj South,,Abelek,7.37,28.73,1,57,4,17
4155,4155,1487336,2014/4/17,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Leer,Koch,Leer,8.2936,30.1326,1,0,4,17
4156,4156,1487337,2014/4/17,2014,1,Violence against civilians,Bor Clan Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,60,4,17
4157,4157,1487338,2014/4/17,2014,1,Battle-No change of territory,UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Outside/external force (e.g. UN),Bor Clan Dinka Ethnic Militia (South Sudan),Ethnic militia,48,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,10,4,17
4158,4158,1487339,2014/4/17,2014,1,Violence against civilians,Protesters (South Sudan),Protesters,Police Forces of South Sudan (2011-),Government or mutinous force,16,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,5,4,17
4159,4159,1150568,2014/4/17,2014,1,Riots/Protests,Protesters (South Sudan),Protesters,,0,60,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,1,0,4,17
4160,4160,1487340,2014/4/17,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,17
4161,4161,1587747,2014/4/17,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayendit,Koch,Thar Jath,8.468,30.3073,1,0,4,17
4162,4162,1487376,2014/4/16,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Renk,Renk,Renk,11.75,32.8,1,8,4,16
4163,4163,1487377,2014/4/16,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Jonglei,Duk,Duk Padiet,Pajut,7.746,31.6892,1,0,4,16
4164,4164,1487378,2014/4/16,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Upper Nile,Panyikang,Panyidwai,Doleib Hill,9.3596,31.6054,1,0,4,16
4165,4165,1487379,2014/4/16,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,16
4166,4166,1487380,2014/4/16,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,16
4167,4167,1487421,2014/4/15,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,0,4,15
4168,4168,1487422,2014/4/15,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Pariang,Awet-adet,Riangnhom,9.9167,30.0167,2,0,4,15
4169,4169,1487423,2014/4/15,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Guit,Rubkoana,Gwit,9.12,29.91,1,0,4,15
4170,4170,1487424,2014/4/15,2014,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,230,4,15
4171,4171,1487425,2014/4/15,2014,1,Battle-Non-state actor overtakes territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,15
4172,4172,1487484,2014/4/14,2014,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Unity,Pariang,Awet-adet,Pariang,9.9123,29.9814,2,0,4,14
4173,4173,1487485,2014/4/14,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,2,0,4,14
4174,4174,1487486,2014/4/14,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,0,4,14
4175,4175,1487487,2014/4/14,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,14
4176,4176,1487520,2014/4/13,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Koch,Koch,Thar Wang,8.54,30.01,2,0,4,13
4177,4177,1487521,2014/4/13,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Mayom,Mankien,Mayom,9.22,29.17,2,50,4,13
4178,4178,1487519,2014/4/13,2014,1,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,,0,10,Unity,Rubkona,Rubkoana,Rubkona,9.3067,29.7833,1,0,4,13
4179,4179,1487570,2014/4/12,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Leer,Koch,Leer,8.2936,30.1326,2,0,4,12
4180,4180,1747176,2014/4/12,2014,1,Battle-No change of territory,Panyar Clan Militia (South Sudan),Ethnic militia,Nyuei Beag Communal Militia (South Sudan),Ethnic militia,44,Lakes,Cueibet,Cueibet,Cueibet,7.0317,29.2472,2,16,4,12
4181,4181,1487571,2014/4/12,2014,1,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,1,0,4,12
4182,4182,1487572,2014/4/12,2014,2,Battle-No change of territory,Military Forces of South Sudan (2011-),Government or mutinous force,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,12,Unity,Rubkona,Rubkoana,Bentiu,9.2525,29.7883,2,0,4,12
